cell_id,row,col,lon,lat,Post,D_i,deaths,dist_fence_km,dist_gap_km,Post_x_Di,Post_x_fence,Post_x_gap,sector,apprehensions,log_apprehensions
12_100,12,100,-110.778,31.35,1.0,-2.8694063425537117,1,1.8232759728564998,2.9043468108856767,-2.8694063425537117,1.8232759728564998,2.9043468108856767,tucson,125527,11.740276153857035
12_101,12,101,-110.73400000000001,31.35,0.0,0.5490276695277335,1,3.2762423913811354,1.8516248411962388,0.0,0.0,0.0,tucson,431012,12.973891210925675
12_101,12,101,-110.73400000000001,31.35,1.0,0.5490276695277335,1,3.2762423913811354,1.8516248411962388,0.5490276695277335,3.2762423913811354,1.8516248411962388,tucson,125527,11.740276153857035
12_102,12,102,-110.69,31.35,0.0,-0.5413666999293945,1,1.8468478461327642,3.932425287828517,-0.0,0.0,0.0,tucson,431012,12.973891210925675
12_102,12,102,-110.69,31.35,1.0,-0.5413666999293945,0,1.8468478461327642,3.932425287828517,-0.5413666999293945,1.8468478461327642,3.932425287828517,tucson,125527,11.740276153857035
12_103,12,103,-110.646,31.35,0.0,-1.637743698274004,0,1.862230237041713,7.877401739215949,-0.0,0.0,0.0,tucson,431012,12.973891210925675
12_103,12,103,-110.646,31.35,1.0,-1.637743698274004,2,1.862230237041713,7.877401739215949,-1.637743698274004,1.862230237041713,7.877401739215949,tucson,125527,11.740276153857035
12_112,12,112,-110.25,31.35,0.0,-0.5349587050996543,0,1.799384529550643,45.36625075270351,-0.0,0.0,0.0,tucson,431012,12.973891210925675
12_112,12,112,-110.25,31.35,1.0,-0.5349587050996543,1,1.799384529550643,45.36625075270351,-0.5349587050996543,1.799384529550643,45.36625075270351,tucson,125527,11.740276153857035
12_114,12,114,-110.162,31.35,0.0,-3.0527246909862553,0,1.7584988857520898,53.731880911748156,-0.0,0.0,0.0,tucson,431012,12.973891210925675
12_114,12,114,-110.162,31.35,1.0,-3.0527246909862553,1,1.7584988857520898,53.731880911748156,-3.0527246909862553,1.7584988857520898,53.731880911748156,tucson,125527,11.740276153857035
12_115,12,115,-110.11800000000001,31.35,0.0,-2.8235228205344636,0,1.756320207444906,57.915377208322035,-0.0,0.0,0.0,tucson,431012,12.973891210925675
12_115,12,115,-110.11800000000001,31.35,1.0,-2.8235228205344636,2,1.756320207444906,57.915377208322035,-2.8235228205344636,1.756320207444906,57.915377208322035,tucson,125527,11.740276153857035
12_116,12,116,-110.074,31.35,0.0,-2.932577717668207,0,1.7632556147819678,62.09921602806481,-0.0,0.0,0.0,tucson,431012,12.973891210925675
12_116,12,116,-110.074,31.35,1.0,-2.932577717668207,1,1.7632556147819678,62.09921602806481,-2.932577717668207,1.7632556147819678,62.09921602806481,tucson,125527,11.740276153857035
12_118,12,118,-109.986,31.35,0.0,-2.5054389327417668,0,1.759856299449836,70.46770796845732,-0.0,0.0,0.0,tucson,431012,12.973891210925675
12_118,12,118,-109.986,31.35,1.0,-2.5054389327417668,1,1.759856299449836,70.46770796845732,-2.5054389327417668,1.759856299449836,70.46770796845732,tucson,125527,11.740276153857035
12_120,12,120,-109.898,31.35,0.0,-2.578644005916906,0,1.7651102939738215,78.8370468475604,-0.0,0.0,0.0,tucson,431012,12.973891210925675
12_120,12,120,-109.898,31.35,1.0,-2.578644005916906,1,1.7651102939738215,78.8370468475604,-2.578644005916906,1.7651102939738215,78.8370468475604,tucson,125527,11.740276153857035
12_125,12,125,-109.678,31.35,0.0,-2.2598394886438005,0,1.7751847855760832,58.176396828163995,-0.0,0.0,0.0,tucson,431012,12.973891210925675
12_125,12,125,-109.678,31.35,1.0,-2.2598394886438005,1,1.7751847855760832,58.176396828163995,-2.2598394886438005,1.7751847855760832,58.176396828163995,tucson,125527,11.740276153857035
12_128,12,128,-109.546,31.35,0.0,-1.7699084488731414,0,1.7724958667020587,45.626355840055766,-0.0,0.0,0.0,tucson,431012,12.973891210925675
12_128,12,128,-109.546,31.35,1.0,-1.7699084488731414,1,1.7724958667020587,45.626355840055766,-1.7699084488731414,1.7724958667020587,45.626355840055766,tucson,125527,11.740276153857035
12_129,12,129,-109.50200000000001,31.35,0.0,-1.493071461697561,1,1.7739060211807496,41.44410710328236,-0.0,0.0,0.0,tucson,431012,12.973891210925675
12_129,12,129,-109.50200000000001,31.35,1.0,-1.493071461697561,2,1.7739060211807496,41.44410710328236,-1.493071461697561,1.7739060211807496,41.44410710328236,tucson,125527,11.740276153857035
12_139,12,139,-109.062,31.35,0.0,3.8493033124343077,0,2.961563571070285,1.1372498692093918,0.0,0.0,0.0,tucson,431012,12.973891210925675
12_139,12,139,-109.062,31.35,1.0,3.8493033124343077,1,2.961563571070285,1.1372498692093918,3.8493033124343077,2.961563571070285,1.1372498692093918,tucson,125527,11.740276153857035
13_90,13,90,-111.218,31.394000000000002,0.0,-0.6122631298425819,0,2.1862952548150485,1.682573871063612,-0.0,0.0,0.0,tucson,431012,12.973891210925675
13_90,13,90,-111.218,31.394000000000002,1.0,-0.6122631298425819,1,2.1862952548150485,1.682573871063612,-0.6122631298425819,2.1862952548150485,1.682573871063612,tucson,125527,11.740276153857035
13_94,13,94,-111.042,31.394000000000002,0.0,-2.905865092368992,1,6.794115728630126,6.844819694290244,-0.0,0.0,0.0,tucson,431012,12.973891210925675
13_94,13,94,-111.042,31.394000000000002,1.0,-2.905865092368992,2,6.794115728630126,6.844819694290244,-2.905865092368992,6.794115728630126,6.844819694290244,tucson,125527,11.740276153857035
13_95,13,95,-110.998,31.394000000000002,0.0,-2.7426842936620073,3,6.770579465718856,8.269503545185197,-0.0,0.0,0.0,tucson,431012,12.973891210925675
13_95,13,95,-110.998,31.394000000000002,1.0,-2.7426842936620073,3,6.770579465718856,8.269503545185197,-2.7426842936620073,6.770579465718856,8.269503545185197,tucson,125527,11.740276153857035
13_96,13,96,-110.95400000000001,31.394000000000002,0.0,-2.8959041016457956,4,6.790839799958004,11.177564361043546,-0.0,0.0,0.0,tucson,431012,12.973891210925675
13_96,13,96,-110.95400000000001,31.394000000000002,1.0,-2.8959041016457956,4,6.790839799958004,11.177564361043546,-2.8959041016457956,6.790839799958004,11.177564361043546,tucson,125527,11.740276153857035
